,S_ID,Model,I_ID,Date,Offer,Month_id,Processor,OS,RAM,Year,,Sales
1851,1852,xps,africa,2017-01-25,no,25,i3,Windows,4,2017,,8
1852,1853,xps,africa,2017-01-26,no,25,i9,Windows,4,2017,,6
1853,1854,xps,africa,2017-01-27,no,25,i5,linux,8,2017,,3
1854,1855,xps,africa,2017-01-28,no,25,i9,linux,16,2017,,10
1855,1856,xps,africa,2017-01-29,no,25,i7,linux,16,2017,,6
1856,1857,xps,africa,2017-01-30,no,25,i9,linux,16,2017,,6
1857,1858,xps,africa,2017-01-31,no,25,i7,linux,16,2017,,6
1858,1859,xps,africa,2017-02-01,no,26,i3,Windows,4,2017,,11
1859,1860,xps,africa,2017-02-02,no,26,i9,linux,8,2017,,16
1860,1861,xps,africa,2017-02-03,no,26,i9,linux,16,2017,,7
1861,1862,xps,africa,2017-02-04,no,26,i7,Windows,16,2017,,4
1862,1863,xps,africa,2017-02-05,no,26,i9,Windows,16,2017,,9
1863,1864,xps,africa,2017-02-06,no,26,i3,Windows,4,2017,,9
1864,1865,xps,africa,2017-02-07,no,26,i3,Windows,16,2017,,11
1865,1866,xps,africa,2017-02-08,no,26,i7,linux,8,2017,,7
1866,1867,xps,africa,2017-02-09,no,26,i5,Windows,8,2017,,10
1867,1868,xps,africa,2017-02-10,no,26,i5,Windows,16,2017,,9
1868,1869,xps,africa,2017-02-11,no,26,i5,linux,4,2017,,7
1869,1870,xps,africa,2017-02-12,no,26,i5,linux,4,2017,,3
1870,1871,xps,africa,2017-02-13,no,26,i3,linux,8,2017,,10
1871,1872,xps,africa,2017-02-14,no,26,i7,Windows,4,2017,,9
1872,1873,xps,africa,2017-02-15,no,26,i9,linux,4,2017,,6
1873,1874,xps,africa,2017-02-16,no,26,i5,Windows,8,2017,,10
1874,1875,xps,africa,2017-02-17,no,26,i9,Windows,8,2017,,11
1875,1876,xps,africa,2017-02-18,no,26,i3,linux,8,2017,,6
1876,1877,xps,africa,2017-02-19,no,26,i9,linux,8,2017,,8
1877,1878,xps,africa,2017-02-20,no,26,i3,linux,8,2017,,10
1878,1879,xps,africa,2017-02-21,no,26,i3,linux,4,2017,,6
1879,1880,xps,africa,2017-02-22,no,26,i5,Windows,16,2017,,8
1880,1881,xps,africa,2017-02-23,no,26,i7,linux,16,2017,,8
1881,1882,xps,africa,2017-02-24,no,26,i5,linux,4,2017,,13
1882,1883,xps,africa,2017-02-25,no,26,i3,Windows,4,2017,,5
1883,1884,xps,africa,2017-02-26,no,26,i3,Windows,4,2017,,10
1884,1885,xps,africa,2017-02-27,no,26,i7,Windows,16,2017,,8
1885,1886,xps,africa,2017-02-28,no,26,i7,Windows,8,2017,,8
1886,1887,xps,africa,2017-03-01,no,27,i9,Windows,8,2017,,10
1887,1888,xps,africa,2017-03-02,no,27,i7,linux,8,2017,,6
1888,1889,xps,africa,2017-03-03,no,27,i5,linux,8,2017,,13
1889,1890,xps,africa,2017-03-04,no,27,i5,linux,8,2017,,5
1890,1891,xps,africa,2017-03-05,no,27,i9,Windows,8,2017,,5
1891,1892,xps,africa,2017-03-06,no,27,i3,linux,16,2017,,9
1892,1893,xps,africa,2017-03-07,no,27,i9,linux,8,2017,,6
1893,1894,xps,africa,2017-03-08,no,27,i5,Windows,16,2017,,5
1894,1895,xps,africa,2017-03-09,no,27,i9,Windows,16,2017,,4
1895,1896,xps,africa,2017-03-10,no,27,i3,linux,16,2017,,9
1896,1897,xps,africa,2017-03-11,no,27,i7,linux,4,2017,,5
1897,1898,xps,africa,2017-03-12,no,27,i3,Windows,4,2017,,14
1898,1899,xps,africa,2017-03-13,no,27,i9,linux,16,2017,,3
1899,1900,xps,africa,2017-03-14,no,27,i5,Windows,8,2017,,8
1900,1901,xps,africa,2017-03-15,no,27,i7,Windows,16,2017,,5
1901,1902,xps,africa,2017-03-16,no,27,i3,Windows,8,2017,,10
1902,1903,xps,africa,2017-03-17,no,27,i5,linux,16,2017,,7
1903,1904,xps,africa,2017-03-18,no,27,i9,Windows,16,2017,,8
1904,1905,xps,africa,2017-03-19,no,27,i3,Windows,4,2017,,7
1905,1906,xps,africa,2017-03-20,no,27,i5,Windows,16,2017,,10
1906,1907,xps,africa,2017-03-21,no,27,i5,Windows,16,2017,,7
1907,1908,xps,africa,2017-03-22,no,27,i9,Windows,8,2017,,5
1908,1909,xps,africa,2017-03-23,no,27,i7,linux,4,2017,,5
1909,1910,xps,africa,2017-03-24,no,27,i9,linux,4,2017,,13
1910,1911,xps,africa,2017-03-25,no,27,i7,linux,4,2017,,14
1911,1912,xps,africa,2017-03-26,no,27,i7,linux,16,2017,,12
1912,1913,xps,africa,2017-03-27,no,27,i5,Windows,4,2017,,9
1913,1914,xps,africa,2017-03-28,no,27,i7,Windows,8,2017,,5
1914,1915,xps,africa,2017-03-29,no,27,i5,linux,8,2017,,7
1915,1916,xps,africa,2017-03-30,no,27,i7,linux,8,2017,,11
1916,1917,xps,africa,2017-03-31,no,27,i9,linux,8,2017,,10
1917,1918,xps,africa,2017-04-01,no,28,i7,Windows,8,2017,,6
1918,1919,xps,africa,2017-04-02,no,28,i9,Windows,4,2017,,7
1919,1920,xps,africa,2017-04-03,no,28,i7,linux,4,2017,,9
1920,1921,xps,africa,2017-04-04,no,28,i3,linux,4,2017,,10
1921,1922,xps,africa,2017-04-05,no,28,i5,Windows,8,2017,,12
1922,1923,xps,africa,2017-04-06,no,28,i3,Windows,4,2017,,8
1923,1924,xps,africa,2017-04-07,no,28,i5,linux,16,2017,,6
1924,1925,xps,africa,2017-04-08,no,28,i7,linux,8,2017,,10
1925,1926,xps,africa,2017-04-09,no,28,i9,linux,4,2017,,9
1926,1927,xps,africa,2017-04-10,no,28,i5,linux,4,2017,,9
1927,1928,xps,africa,2017-04-11,no,28,i7,linux,8,2017,,5
1928,1929,xps,africa,2017-04-12,summer,28,i3,linux,4,2017,,22
1929,1930,xps,africa,2017-04-13,summer,28,i9,linux,8,2017,,16
1930,1931,xps,africa,2017-04-14,summer,28,i5,Windows,8,2017,,15
1931,1932,xps,africa,2017-04-15,summer,28,i9,Windows,16,2017,,26
1932,1933,xps,africa,2017-04-16,summer,28,i7,linux,16,2017,,26
1933,1934,xps,africa,2017-04-17,summer,28,i9,linux,4,2017,,29
1934,1935,xps,africa,2017-04-18,summer,28,i7,Windows,16,2017,,25
1935,1936,xps,africa,2017-04-19,no,28,i3,Windows,8,2017,,9
1936,1937,xps,africa,2017-04-20,no,28,i9,linux,4,2017,,12
1937,1938,xps,africa,2017-04-21,no,28,i3,linux,16,2017,,8
1938,1939,xps,africa,2017-04-22,no,28,i3,linux,4,2017,,9
1939,1940,xps,africa,2017-04-23,no,28,i9,linux,4,2017,,9
1940,1941,xps,africa,2017-04-24,no,28,i5,linux,8,2017,,9
1941,1942,xps,africa,2017-04-25,no,28,i3,Windows,4,2017,,8
1942,1943,xps,africa,2017-04-26,no,28,i9,linux,16,2017,,8
1943,1944,xps,africa,2017-04-27,no,28,i5,Windows,8,2017,,9
1944,1945,xps,africa,2017-04-28,no,28,i3,Windows,8,2017,,7
1945,1946,xps,africa,2017-04-29,no,28,i5,linux,8,2017,,9
1946,1947,xps,africa,2017-04-30,no,28,i9,linux,16,2017,,5
1947,1948,xps,africa,2017-05-01,no,29,i3,Windows,8,2017,,4
1948,1949,xps,africa,2017-05-02,no,29,i3,Windows,8,2017,,5
1949,1950,xps,africa,2017-05-03,no,29,i5,Windows,4,2017,,13
1950,1951,xps,africa,2017-05-04,no,29,i3,linux,8,2017,,7
1951,1952,xps,africa,2017-05-05,no,29,i9,Windows,16,2017,,9
1952,1953,xps,africa,2017-05-06,no,29,i3,Windows,8,2017,,9
1953,1954,xps,africa,2017-05-07,no,29,i9,linux,16,2017,,12
1954,1955,xps,africa,2017-05-08,no,29,i5,linux,4,2017,,11
1955,1956,xps,africa,2017-05-09,no,29,i3,Windows,16,2017,,9
1956,1957,xps,africa,2017-05-10,no,29,i9,Windows,16,2017,,8
1957,1958,xps,africa,2017-05-11,no,29,i3,Windows,16,2017,,6
1958,1959,xps,africa,2017-05-12,no,29,i3,linux,4,2017,,6
1959,1960,xps,africa,2017-05-13,no,29,i5,linux,16,2017,,9
1960,1961,xps,africa,2017-05-14,no,29,i3,Windows,8,2017,,5
1961,1962,xps,africa,2017-05-15,no,29,i3,Windows,16,2017,,7
1962,1963,xps,africa,2017-05-16,no,29,i7,Windows,16,2017,,10
1963,1964,xps,africa,2017-05-17,no,29,i9,Windows,4,2017,,15
1964,1965,xps,africa,2017-05-18,no,29,i5,linux,4,2017,,6
1965,1966,xps,africa,2017-05-19,no,29,i3,Windows,16,2017,,11
1966,1967,xps,africa,2017-05-20,no,29,i7,Windows,4,2017,,7
1967,1968,xps,africa,2017-05-21,no,29,i7,linux,16,2017,,9
1968,1969,xps,africa,2017-05-22,no,29,i3,Windows,4,2017,,6
1969,1970,xps,africa,2017-05-23,no,29,i9,linux,8,2017,,4
1970,1971,xps,africa,2017-05-24,no,29,i7,linux,4,2017,,4
1971,1972,xps,africa,2017-05-25,no,29,i9,Windows,8,2017,,10
1972,1973,xps,africa,2017-05-26,no,29,i5,linux,16,2017,,14
1973,1974,xps,africa,2017-05-27,no,29,i3,Windows,16,2017,,11
1974,1975,xps,africa,2017-05-28,no,29,i7,linux,16,2017,,17
1975,1976,xps,africa,2017-05-29,no,29,i9,linux,16,2017,,13
1976,1977,xps,africa,2017-05-30,no,29,i3,linux,16,2017,,7
1977,1978,xps,africa,2017-05-31,no,29,i3,Windows,8,2017,,10
1978,1979,xps,africa,2017-06-01,no,30,i7,Windows,16,2017,,8
1979,1980,xps,africa,2017-06-02,no,30,i5,linux,8,2017,,11
1980,1981,xps,africa,2017-06-03,no,30,i5,Windows,4,2017,,7
1981,1982,xps,africa,2017-06-04,no,30,i7,Windows,8,2017,,12
1982,1983,xps,africa,2017-06-05,student,30,i5,linux,16,2017,,13
1983,1984,xps,africa,2017-06-06,student,30,i3,Windows,8,2017,,10
1984,1985,xps,africa,2017-06-07,student,30,i5,linux,8,2017,,15
1985,1986,xps,africa,2017-06-08,student,30,i5,Windows,8,2017,,12
1986,1987,xps,africa,2017-06-09,student,30,i7,Windows,4,2017,,12
1987,1988,xps,africa,2017-06-10,student,30,i7,Windows,4,2017,,9
1988,1989,xps,africa,2017-06-11,student,30,i3,Windows,8,2017,,11
1989,1990,xps,africa,2017-06-12,no,30,i5,linux,16,2017,,6
1990,1991,xps,africa,2017-06-13,no,30,i3,linux,16,2017,,6
1991,1992,xps,africa,2017-06-14,no,30,i5,linux,4,2017,,13
1992,1993,xps,africa,2017-06-15,no,30,i7,linux,8,2017,,10
1993,1994,xps,africa,2017-06-16,no,30,i5,linux,16,2017,,6
1994,1995,xps,africa,2017-06-17,no,30,i9,Windows,4,2017,,14
1995,1996,xps,africa,2017-06-18,no,30,i5,linux,16,2017,,4
1996,1997,xps,africa,2017-06-19,no,30,i5,Windows,4,2017,,6
1997,1998,xps,africa,2017-06-20,no,30,i5,linux,16,2017,,10
1998,1999,xps,africa,2017-06-21,no,30,i9,Windows,4,2017,,13
1999,2000,xps,africa,2017-06-22,no,30,i7,Windows,8,2017,,5
2000,2001,xps,africa,2017-06-23,no,30,i5,Windows,8,2017,,10
2001,2002,xps,africa,2017-06-24,no,30,i3,linux,4,2017,,11
2002,2003,xps,africa,2017-06-25,no,30,i3,Windows,4,2017,,8
2003,2004,xps,africa,2017-06-26,no,30,i7,linux,4,2017,,9
2004,2005,xps,africa,2017-06-27,no,30,i5,linux,16,2017,,15
2005,2006,xps,africa,2017-06-28,no,30,i5,linux,8,2017,,5
2006,2007,xps,africa,2017-06-29,no,30,i7,linux,8,2017,,13
2007,2008,xps,africa,2017-06-30,no,30,i7,linux,16,2017,,6
2008,2009,xps,africa,2017-07-01,no,31,i5,linux,16,2017,,9
2009,2010,xps,africa,2017-07-02,no,31,i5,linux,8,2017,,4
2010,2011,xps,africa,2017-07-03,no,31,i5,Windows,8,2017,,8
2011,2012,xps,africa,2017-07-04,no,31,i3,linux,4,2017,,9
2012,2013,xps,africa,2017-07-05,no,31,i5,Windows,16,2017,,9
2013,2014,xps,africa,2017-07-06,student,31,i5,linux,4,2017,,15
2014,2015,xps,africa,2017-07-07,student,31,i9,Windows,16,2017,,18
2015,2016,xps,africa,2017-07-08,student,31,i5,Windows,4,2017,,10
2016,2017,xps,africa,2017-07-09,student,31,i9,linux,16,2017,,16
2017,2018,xps,africa,2017-07-10,student,31,i3,Windows,16,2017,,17
2018,2019,xps,africa,2017-07-11,student,31,i5,Windows,16,2017,,17
2019,2020,xps,africa,2017-07-12,student,31,i3,linux,4,2017,,10
2020,2021,xps,africa,2017-07-13,no,31,i9,linux,16,2017,,15
2021,2022,xps,africa,2017-07-14,no,31,i7,linux,16,2017,,5
2022,2023,xps,africa,2017-07-15,no,31,i7,Windows,16,2017,,7
2023,2024,xps,africa,2017-07-16,no,31,i7,Windows,4,2017,,7
2024,2025,xps,africa,2017-07-17,no,31,i9,linux,8,2017,,5
2025,2026,xps,africa,2017-07-18,no,31,i5,linux,4,2017,,9
2026,2027,xps,africa,2017-07-19,no,31,i5,Windows,4,2017,,5
2027,2028,xps,africa,2017-07-20,no,31,i3,Windows,4,2017,,6
2028,2029,xps,africa,2017-07-21,no,31,i7,linux,4,2017,,5
2029,2030,xps,africa,2017-07-22,no,31,i5,linux,8,2017,,9
2030,2031,xps,africa,2017-07-23,no,31,i7,Windows,16,2017,,9
2031,2032,xps,africa,2017-07-24,no,31,i3,linux,8,2017,,4
2032,2033,xps,africa,2017-07-25,no,31,i5,Windows,4,2017,,10
2033,2034,xps,africa,2017-07-26,no,31,i3,Windows,16,2017,,12
2034,2035,xps,africa,2017-07-27,no,31,i9,linux,16,2017,,9
2035,2036,xps,africa,2017-07-28,no,31,i9,linux,16,2017,,2
2036,2037,xps,africa,2017-07-29,no,31,i7,linux,16,2017,,7
2037,2038,xps,africa,2017-07-30,no,31,i9,Windows,4,2017,,9
2038,2039,xps,africa,2017-07-31,no,31,i9,linux,4,2017,,1
2039,2040,xps,africa,2017-08-01,no,32,i7,Windows,16,2017,,13
2040,2041,xps,africa,2017-08-02,no,32,i3,Windows,16,2017,,6
2041,2042,xps,africa,2017-08-03,no,32,i3,linux,16,2017,,9
2042,2043,xps,africa,2017-08-04,no,32,i7,linux,16,2017,,11
2043,2044,xps,africa,2017-08-05,no,32,i7,Windows,4,2017,,6
2044,2045,xps,africa,2017-08-06,no,32,i5,linux,8,2017,,11
2045,2046,xps,africa,2017-08-07,no,32,i3,Windows,16,2017,,9
2046,2047,xps,africa,2017-08-08,no,32,i9,linux,8,2017,,8
2047,2048,xps,africa,2017-08-09,no,32,i9,Windows,16,2017,,11
2048,2049,xps,africa,2017-08-10,no,32,i5,Windows,8,2017,,9
2049,2050,xps,africa,2017-08-11,no,32,i3,linux,8,2017,,3
2050,2051,xps,africa,2017-08-12,no,32,i3,Windows,8,2017,,6
2051,2052,xps,africa,2017-08-13,no,32,i7,Windows,8,2017,,6
2052,2053,xps,africa,2017-08-14,no,32,i5,linux,16,2017,,10
2053,2054,xps,africa,2017-08-15,no,32,i7,linux,4,2017,,10
2054,2055,xps,africa,2017-08-16,no,32,i5,linux,4,2017,,13
2055,2056,xps,africa,2017-08-17,no,32,i5,linux,16,2017,,7
2056,2057,xps,africa,2017-08-18,no,32,i9,linux,16,2017,,9
2057,2058,xps,africa,2017-08-19,no,32,i3,Windows,4,2017,,7
2058,2059,xps,africa,2017-08-20,no,32,i9,linux,4,2017,,9
2059,2060,xps,africa,2017-08-21,no,32,i5,linux,4,2017,,9
2060,2061,xps,africa,2017-08-22,no,32,i7,Windows,4,2017,,13
2061,2062,xps,africa,2017-08-23,no,32,i7,Windows,4,2017,,11
2062,2063,xps,africa,2017-08-24,no,32,i3,linux,16,2017,,11
2063,2064,xps,africa,2017-08-25,no,32,i7,linux,16,2017,,9
2064,2065,xps,africa,2017-08-26,no,32,i9,linux,8,2017,,9
2065,2066,xps,africa,2017-08-27,no,32,i9,Windows,8,2017,,5
2066,2067,xps,africa,2017-08-28,no,32,i3,linux,16,2017,,8
2067,2068,xps,africa,2017-08-29,no,32,i7,Windows,8,2017,,9
2068,2069,xps,africa,2017-08-30,no,32,i5,linux,16,2017,,7
2069,2070,xps,africa,2017-08-31,no,32,i5,linux,4,2017,,10
2070,2071,xps,africa,2017-09-01,no,33,i7,Windows,8,2017,,6
2071,2072,xps,africa,2017-09-02,no,33,i3,linux,16,2017,,5
2072,2073,xps,africa,2017-09-03,no,33,i9,linux,16,2017,,5
2073,2074,xps,africa,2017-09-04,no,33,i5,Windows,16,2017,,10
2074,2075,xps,africa,2017-09-05,no,33,i3,linux,8,2017,,7
2075,2076,xps,africa,2017-09-06,no,33,i3,linux,8,2017,,6
2076,2077,xps,africa,2017-09-07,no,33,i3,Windows,4,2017,,7
2077,2078,xps,africa,2017-09-08,no,33,i5,Windows,4,2017,,6
2078,2079,xps,africa,2017-09-09,no,33,i3,Windows,4,2017,,9
2079,2080,xps,africa,2017-09-10,no,33,i7,Windows,4,2017,,9
2080,2081,xps,africa,2017-09-11,no,33,i9,Windows,4,2017,,6
2081,2082,xps,africa,2017-09-12,no,33,i9,linux,4,2017,,12
2082,2083,xps,africa,2017-09-13,no,33,i7,linux,16,2017,,7
2083,2084,xps,africa,2017-09-14,no,33,i7,Windows,4,2017,,5
2084,2085,xps,africa,2017-09-15,no,33,i9,Windows,4,2017,,10
2085,2086,xps,africa,2017-09-16,no,33,i7,linux,4,2017,,6
2086,2087,xps,africa,2017-09-17,no,33,i7,Windows,4,2017,,8
2087,2088,xps,africa,2017-09-18,no,33,i3,linux,16,2017,,4
2088,2089,xps,africa,2017-09-19,no,33,i5,linux,4,2017,,10
2089,2090,xps,africa,2017-09-20,no,33,i5,linux,4,2017,,9
2090,2091,xps,africa,2017-09-21,no,33,i9,linux,16,2017,,5
2091,2092,xps,africa,2017-09-22,no,33,i5,Windows,8,2017,,15
2092,2093,xps,africa,2017-09-23,no,33,i9,linux,4,2017,,6
2093,2094,xps,africa,2017-09-24,no,33,i7,Windows,8,2017,,12
2094,2095,xps,africa,2017-09-25,no,33,i7,Windows,4,2017,,7
2095,2096,xps,africa,2017-09-26,no,33,i9,linux,4,2017,,6
2096,2097,xps,africa,2017-09-27,no,33,i9,Windows,16,2017,,7
2097,2098,xps,africa,2017-09-28,no,33,i5,Windows,16,2017,,7
2098,2099,xps,africa,2017-09-29,no,33,i9,linux,4,2017,,4
2099,2100,xps,africa,2017-09-30,no,33,i3,linux,16,2017,,9
2100,2101,xps,africa,2017-10-01,no,34,i7,Windows,16,2017,,4
2101,2102,xps,africa,2017-10-02,no,34,i9,linux,16,2017,,7
2102,2103,xps,africa,2017-10-03,no,34,i9,linux,8,2017,,8
2103,2104,xps,africa,2017-10-04,no,34,i3,linux,8,2017,,13
2104,2105,xps,africa,2017-10-05,no,34,i7,Windows,4,2017,,11
2105,2106,xps,africa,2017-10-06,no,34,i3,Windows,4,2017,,5
2106,2107,xps,africa,2017-10-07,no,34,i5,Windows,8,2017,,7
2107,2108,xps,africa,2017-10-08,no,34,i5,linux,16,2017,,3
2108,2109,xps,africa,2017-10-09,no,34,i9,Windows,16,2017,,9
2109,2110,xps,africa,2017-10-10,no,34,i7,linux,4,2017,,4
2110,2111,xps,africa,2017-10-11,no,34,i5,linux,16,2017,,7
2111,2112,xps,africa,2017-10-12,no,34,i9,Windows,16,2017,,6
2112,2113,xps,africa,2017-10-13,no,34,i7,Windows,8,2017,,7
2113,2114,xps,africa,2017-10-14,no,34,i7,Windows,16,2017,,13
2114,2115,xps,africa,2017-10-15,no,34,i7,linux,8,2017,,3
2115,2116,xps,africa,2017-10-16,no,34,i5,Windows,16,2017,,7
2116,2117,xps,africa,2017-10-17,no,34,i5,linux,4,2017,,11
2117,2118,xps,africa,2017-10-18,no,34,i5,Windows,4,2017,,9
2118,2119,xps,africa,2017-10-19,no,34,i7,Windows,8,2017,,8
2119,2120,xps,africa,2017-10-20,no,34,i3,Windows,16,2017,,10
2120,2121,xps,africa,2017-10-21,no,34,i7,Windows,4,2017,,3
2121,2122,xps,africa,2017-10-22,no,34,i7,Windows,16,2017,,10
2122,2123,xps,africa,2017-10-23,no,34,i5,linux,16,2017,,9
2123,2124,xps,africa,2017-10-24,no,34,i7,linux,4,2017,,5
2124,2125,xps,africa,2017-10-25,no,34,i5,linux,4,2017,,5
2125,2126,xps,africa,2017-10-26,no,34,i5,Windows,16,2017,,4
2126,2127,xps,africa,2017-10-27,no,34,i9,linux,4,2017,,10
2127,2128,xps,africa,2017-10-28,no,34,i7,Windows,4,2017,,7
2128,2129,xps,africa,2017-10-29,no,34,i9,Windows,4,2017,,13
2129,2130,xps,africa,2017-10-30,no,34,i3,Windows,16,2017,,11
2130,2131,xps,africa,2017-10-31,no,34,i9,linux,8,2017,,9
2131,2132,xps,africa,2017-11-01,no,35,i9,Windows,8,2017,,9
2132,2133,xps,africa,2017-11-02,no,35,i7,Windows,16,2017,,6
2133,2134,xps,africa,2017-11-03,no,35,i3,linux,8,2017,,7
2134,2135,xps,africa,2017-11-04,no,35,i9,linux,8,2017,,4
2135,2136,xps,africa,2017-11-05,no,35,i9,Windows,4,2017,,7
2136,2137,xps,africa,2017-11-06,no,35,i3,Windows,4,2017,,6
2137,2138,xps,africa,2017-11-07,no,35,i3,linux,4,2017,,8
2138,2139,xps,africa,2017-11-08,diwali,35,i3,Windows,8,2017,,19
2139,2140,xps,africa,2017-11-09,diwali,35,i3,Windows,4,2017,,23
2140,2141,xps,africa,2017-11-10,diwali,35,i7,linux,8,2017,,23
2141,2142,xps,africa,2017-11-11,diwali,35,i9,linux,4,2017,,16
2142,2143,xps,africa,2017-11-12,diwali,35,i5,Windows,4,2017,,34
2143,2144,xps,africa,2017-11-13,diwali,35,i9,Windows,16,2017,,18
2144,2145,xps,africa,2017-11-14,diwali,35,i5,Windows,8,2017,,30
2145,2146,xps,africa,2017-11-15,no,35,i3,Windows,8,2017,,8
2146,2147,xps,africa,2017-11-16,no,35,i9,linux,16,2017,,11
2147,2148,xps,africa,2017-11-17,no,35,i7,linux,8,2017,,7
2148,2149,xps,africa,2017-11-18,no,35,i3,Windows,8,2017,,9
2149,2150,xps,africa,2017-11-19,no,35,i3,Windows,8,2017,,8
2150,2151,xps,africa,2017-11-20,no,35,i9,Windows,4,2017,,6
2151,2152,xps,africa,2017-11-21,no,35,i7,linux,16,2017,,11
2152,2153,xps,africa,2017-11-22,no,35,i5,Windows,16,2017,,6
2153,2154,xps,africa,2017-11-23,no,35,i9,linux,8,2017,,7
2154,2155,xps,africa,2017-11-24,no,35,i3,linux,8,2017,,5
2155,2156,xps,africa,2017-11-25,no,35,i7,Windows,4,2017,,10
2156,2157,xps,africa,2017-11-26,no,35,i3,linux,4,2017,,3
2157,2158,xps,africa,2017-11-27,no,35,i7,linux,4,2017,,12
2158,2159,xps,africa,2017-11-28,no,35,i3,Windows,8,2017,,9
2159,2160,xps,africa,2017-11-29,no,35,i5,Windows,4,2017,,5
2160,2161,xps,africa,2017-11-30,no,35,i9,linux,16,2017,,4
2161,2162,xps,africa,2017-12-01,no,36,i5,linux,8,2017,,8
2162,2163,xps,africa,2017-12-02,no,36,i5,linux,8,2017,,8
2163,2164,xps,africa,2017-12-03,no,36,i9,linux,8,2017,,14
2164,2165,xps,africa,2017-12-04,no,36,i5,Windows,8,2017,,8
2165,2166,xps,africa,2017-12-05,no,36,i9,linux,16,2017,,11
2166,2167,xps,africa,2017-12-06,no,36,i9,Windows,16,2017,,10
2167,2168,xps,africa,2017-12-07,no,36,i5,linux,16,2017,,3
2168,2169,xps,africa,2017-12-08,no,36,i5,Windows,8,2017,,4
2169,2170,xps,africa,2017-12-09,no,36,i9,linux,8,2017,,14
2170,2171,xps,africa,2017-12-10,no,36,i7,Windows,8,2017,,4
2171,2172,xps,africa,2017-12-11,no,36,i7,linux,4,2017,,10
2172,2173,xps,africa,2017-12-12,no,36,i9,Windows,4,2017,,12
2173,2174,xps,africa,2017-12-13,no,36,i5,Windows,4,2017,,4
2174,2175,xps,africa,2017-12-14,no,36,i5,linux,8,2017,,11
2175,2176,xps,africa,2017-12-15,no,36,i7,linux,16,2017,,10
2176,2177,xps,africa,2017-12-16,no,36,i9,Windows,16,2017,,15
2177,2178,xps,africa,2017-12-17,no,36,i9,Windows,4,2017,,8
2178,2179,xps,africa,2017-12-18,no,36,i3,Windows,8,2017,,9
2179,2180,xps,africa,2017-12-19,no,36,i5,linux,4,2017,,10
2180,2181,xps,africa,2017-12-20,no,36,i5,linux,4,2017,,9
2181,2182,xps,africa,2017-12-21,no,36,i9,linux,8,2017,,11
2182,2183,xps,africa,2017-12-22,christmas,36,i7,linux,4,2017,,35
2183,2184,xps,africa,2017-12-23,christmas,36,i7,Windows,16,2017,,26
2184,2185,xps,africa,2017-12-24,christmas,36,i3,linux,4,2017,,21
2185,2186,xps,africa,2017-12-25,christmas,36,i9,Windows,8,2017,,40
2186,2187,xps,africa,2017-12-26,christmas,36,i5,Windows,4,2017,,22
2187,2188,xps,africa,2017-12-27,christmas,36,i7,Windows,4,2017,,32
2188,2189,xps,africa,2017-12-28,christmas,36,i9,linux,4,2017,,33
2189,2190,xps,africa,2017-12-29,no,36,i7,linux,8,2017,,9
2190,2191,xps,africa,2017-12-30,no,36,i9,Windows,4,2017,,8
2191,2192,xps,africa,2017-12-31,no,36,i9,linux,8,2017,,5
2192,2193,vostro,europe,2015-01-01,no,1,i7,linux,16,2015,,13
2193,2194,vostro,europe,2015-01-02,no,1,i9,Windows,8,2015,,13
2194,2195,vostro,europe,2015-01-03,no,1,i5,Windows,8,2015,,18
2195,2196,vostro,europe,2015-01-04,no,1,i7,linux,4,2015,,5
2196,2197,vostro,europe,2015-01-05,no,1,i9,linux,4,2015,,10
2197,2198,vostro,europe,2015-01-06,no,1,i5,linux,8,2015,,7
2198,2199,vostro,europe,2015-01-07,no,1,i9,linux,8,2015,,12
2199,2200,vostro,europe,2015-01-08,no,1,i5,linux,4,2015,,12
2200,2201,vostro,europe,2015-01-09,no,1,i5,linux,16,2015,,8
2201,2202,vostro,europe,2015-01-10,no,1,i9,Windows,16,2015,,9
2202,2203,vostro,europe,2015-01-11,no,1,i9,Windows,8,2015,,14
2203,2204,vostro,europe,2015-01-12,no,1,i9,Windows,8,2015,,13
2204,2205,vostro,europe,2015-01-13,no,1,i9,Windows,8,2015,,15
2205,2206,vostro,europe,2015-01-14,no,1,i7,linux,4,2015,,13
2206,2207,vostro,europe,2015-01-15,no,1,i5,Windows,8,2015,,13
2207,2208,vostro,europe,2015-01-16,no,1,i5,Windows,8,2015,,15
2208,2209,vostro,europe,2015-01-17,no,1,i7,Windows,16,2015,,11
2209,2210,vostro,europe,2015-01-18,no,1,i5,Windows,8,2015,,11
2210,2211,vostro,europe,2015-01-19,no,1,i9,linux,16,2015,,17
2211,2212,vostro,europe,2015-01-20,no,1,i7,linux,8,2015,,14
2212,2213,vostro,europe,2015-01-21,no,1,i7,linux,16,2015,,11
2213,2214,vostro,europe,2015-01-22,no,1,i7,linux,8,2015,,14
2214,2215,vostro,europe,2015-01-23,no,1,i7,linux,16,2015,,8
2215,2216,vostro,europe,2015-01-24,no,1,i9,linux,16,2015,,9
2216,2217,vostro,europe,2015-01-25,no,1,i9,linux,4,2015,,10
2217,2218,vostro,europe,2015-01-26,no,1,i5,Windows,8,2015,,8
2218,2219,vostro,europe,2015-01-27,no,1,i9,Windows,8,2015,,11
2219,2220,vostro,europe,2015-01-28,no,1,i3,linux,8,2015,,12
2220,2221,vostro,europe,2015-01-29,no,1,i7,linux,16,2015,,9
